股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,关注者
SZ002652,扬子新材,3.76,-2.08,-3.84,0.45,None,0,1925360640,8207
SH688378,奥来德,66,-2.08,5.48,3.46,44.42,None,4827022200,1623
SH600291,西水股份,6.12,-2.08,-31.92,2.38,None,0,6689553993,109816
SZ002022,科华生物,19.32,-2.08,65.89,1.37,38.796,0.336,9945487641,35350
SH603726,朗迪集团,12.68,-2.08,11.14,0.73,29.012,2.76,2354057216,5876
SZ200986,粤华包B,3.77,-2.08,56.14,0.18,22.564,0.438,1905452250,2496
SH900938,海科B,0.328,-2.09,17.99,0.44,7.604,0,950982793,3011
SH600230,沧州大化,9.85,-2.09,-4.49,0.78,None,0.183,4056855495,27714
SZ002796,世嘉科技,14.98,-2.09,-37.49,1.21,90.068,0.223,3781355681,20240
SH900920,上柴B股,0.421,-2.09,-3.48,0.13,15.423,1.371,364876418,981
SZ002728,特一药业,13.09,-2.09,-19.51,0.54,24.716,5.73,2664045083,8275
SH603856,东宏股份,15.95,-2.09,56.79,2.49,16.979,1.48,4089812870,7560
SH600761,安徽合力,15.95,-2.09,70.19,2.78,16.77,2.194,11805883792,22320
SZ300115,长盈精密,24.69,-2.1,39.55,1.72,72.856,0.405,22464449869,51916
SZ300451,创业慧康,13.49,-2.1,13.02,0.97,57.134,0.207,16086599016,38473
SZ002451,摩恩电气,7.46,-2.1,-22.85,1.3,None,0,3276432000,18994
SH600093,易见股份,10.25,-2.1,-26.58,0.57,17.819,0,11505086875,43381
SZ000610,西安旅游,8.84,-2.1,-3.6,2.78,33.482,0,2092851445,28809
SZ002371,北方华创,157.72,-2.1,79.3,0.75,214.718,0.04,78275249788,98428
SZ000088,盐田港,6.53,-2.1,26.64,0.77,40.227,0.198,14687026208,137780
SH688177,百奥泰-U,42.42,-2.1,29.49,1.09,None,None,17565273600,8652
SZ002906,华阳集团,17.28,-2.1,46.6,0.47,94.035,0.579,8175168000,8366
SH688566,吉贝尔,31.49,-2.11,33.87,1.56,53.973,None,5886790984,1309
SH603551,奥普家居,15.77,-2.11,5.6,2.94,39.87,2.093,6308157700,3361
SZ300344,太空智造,6.49,-2.11,7.81,6.1,None,0,3219785467,14535
SH600730,中国高科,4.65,-2.11,-6.25,0.82,None,0,2727950409,20266
SZ002135,东南网架,7.41,-2.11,36.37,0.39,24.504,0.364,7664920302,17847
SZ300207,欣旺达,26.4,-2.11,35.92,1.16,78.717,0.264,41579446418,62834
SZ000543,皖能电力,4.18,-2.11,-7.45,1.02,10.642,2.847,9475488724,27251
SH600393,粤泰股份,2.79,-2.11,3.33,0.97,22.461,0,7076131557,15217
SH603659,璞泰来,102.29,-2.11,20.83,1.33,76.235,0.44,44519007212,32688
SZ300439,美康生物,19.92,-2.11,46.58,2.48,None,0,6832556414,44767
SZ002890,弘宇股份,31.03,-2.11,21.49,5.64,97.182,0.645,2068770100,2382
SZ000858,五粮液,236.63,-2.11,80.31,0.35,48.542,0.93,918504902223,543487
SZ000078,海王生物,4.16,-2.12,11.53,0.57,69.515,0,11492346349,49940
SZ300058,蓝色光标,7.39,-2.12,30.8,2.47,26.277,0,18408769593,144890
SH603685,晨丰科技,12.95,-2.12,-0.1,1.68,22.999,2.317,2188550000,2822
SZ300730,科创信息,19.41,-2.12,36.55,8.45,99.178,0.306,3094210173,9195
SZ002656,ST摩登,1.85,-2.12,-52.93,0.65,None,0,1318161711,10874
SH603058,永吉股份,8.26,-2.13,13.06,0.67,18.991,1.453,3461554544,6226
SZ300074,华平股份,5.52,-2.13,24.32,3.55,None,0,2947088808,21207
SZ300611,美力科技,11.95,-2.13,24.94,4.43,116.753,0.418,2138459072,3708
SH603001,奥康国际,7.81,-2.13,-7.42,0.43,None,6.402,3131653800,15910
SZ000006,深振业A,5.97,-2.13,14.75,1.04,9.887,2.998,8059470425,93258
SH603289,泰瑞机器,8.72,-2.13,-3.5,0.76,25.041,2.294,2326496000,3564
SH688310,迈得医疗,34.84,-2.13,21.48,2.08,40.06,None,2912624000,1566
SZ300213,佳讯飞鸿,7.8,-2.13,20.22,2.81,30.147,0.64,4650310454,48629
SH603386,广东骏亚,17.46,-2.13,9.84,1.03,64.411,0.289,3919637444,6842
SZ300432,富临精工,10.95,-2.14,50.24,4.48,13.94,0,8092403116,18319
SH688369,致远互联,74.16,-2.14,26.95,1.14,49.371,None,5709547475,3445
SH603639,海利尔,22.9,-2.14,30.07,0.72,14.809,0.936,5438140952,8557
SZ002933,新兴装备,40.63,-2.14,5.46,4.63,36.977,1.058,4767930500,6476
SZ300352,北信源,6.87,-2.14,-5.72,2.62,381.328,0.044,9960291478,None
SH600289,*ST信通,4.12,-2.14,16.71,0.31,1.733,0,2599934524,38523
SH603093,南华期货,20.1,-2.14,-25.25,1.63,193.881,0.239,11658000000,8432
SH600127,金健米业,11.41,-2.14,184.54,2.48,None,0,7322746517,73162
SZ002187,广百股份,10.04,-2.14,19.07,0.93,None,1.693,3437922583,14670
SH603121,华培动力,13.21,-2.15,-26.54,2.13,43.961,1.388,3424032000,6438
SZ002565,顺灏股份,4.56,-2.15,-28.75,0.69,None,0,4834315564,32974
SZ000045,深纺织A,8.2,-2.15,10.07,0.74,332.335,0,4176575118,14768
SH600398,海澜之家,7.28,-2.15,-0.92,0.35,15.471,3.936,31446612579,63272
SZ300872,天阳科技,56.37,-2.15,164.15,29.95,91.074,0,12665326031,4187
SH603408,建霖家居,18.21,-2.15,19.39,2.86,24.127,1.922,8134042800,1333
SH603868,飞科电器,47.82,-2.15,29.75,0.1,32.782,2.091,20830392000,31795
SZ002134,天津普林,9.11,-2.15,-2.98,0.78,90.719,0,2239691386,16089
SH688358,祥生医疗,60.74,-2.16,19.92,3.55,45.849,None,4859200000,2888
SH600979,广安爱众,3.17,-2.16,-0.91,0.42,19.891,0.728,3906263534,9799
SZ000007,全新好,9.06,-2.16,-4.63,1.72,None,0,3138819279,12665
SZ000733,振华科技,43,-2.16,151.23,1.38,76.14,0.116,22136641574,30385
SZ002777,久远银海,21.75,-2.16,-15.91,0.53,43.405,0.657,6830019303,63028
SH688528,秦川物联,21.27,-2.16,87.73,1.62,65.059,None,3573360000,682
SH600636,国新文化,13.58,-2.16,34.73,0.83,36.01,0.736,6069402898,15024
SH603022,新通联,14.95,-2.16,17.44,0.68,97.363,0,2990000000,17929
SH600247,*ST成城,1.8,-2.17,-50.82,0.45,None,0,605594880,13677
SZ300819,聚杰微纤,49.5,-2.17,228.47,51.42,124.147,0,4923765000,4883
SZ000158,常山北明,7.21,-2.17,5.72,0.87,None,0,11526026558,35992
SH688138,清溢光电,27.45,-2.17,62.23,2.92,99.38,None,7323660000,3659
SH601636,旗滨集团,8.11,-2.17,55.47,0.88,16.329,3.7,21785372662,40177
SH688266,泽璟制药-U,92.04,-2.17,172.63,1.73,None,None,22089600000,6411
SZ000957,中通客车,7.23,-2.17,8.4,1.43,242.97,0,4286695457,44361
SZ200028,一致B,22,-2.18,-17.46,0.06,6.2,2.976,9418793626,9135
SH603680,今创集团,10.79,-2.18,4.94,0.27,22.475,1.483,8531378082,3580
SH603238,诺邦股份,36.81,-2.18,113.51,0.62,27.544,0.659,4550452200,6223
SZ002341,新纶科技,4.49,-2.18,-20.95,1.35,None,0,5173443518,28237
SZ002919,名臣健康,57,-2.18,278.07,5.85,267.182,0.175,6961737465,6200
SZ300021,大禹节水,5.83,-2.18,12.43,4.17,52.067,1.715,4648612805,17179
SH603506,南都物业,22.47,-2.18,6.57,1.93,23.941,1.135,3013833353,9544
SH603559,中通国脉,17.83,-2.19,0.22,1.56,None,0,2555274481,21583
SZ002074,国轩高科,25.93,-2.19,78.21,6.35,None,0,33204518600,107486
SZ002600,领益智造,12.48,-2.19,17.06,4.95,62.294,1.603,87884210157,74303
SH601198,东兴证券,12.96,-2.19,-0.35,0.43,31.271,1.08,35743170115,34817
SH600083,*ST博信,5.8,-2.19,-72.77,0.66,None,0,1334000000,9861
SH600037,歌华有线,11.63,-2.19,34.76,0.58,73.337,5.675,16186376791,77553
SH600695,绿庭投资,6.25,-2.19,-28.73,1.35,110.102,0,4444575625,16826
SH603689,皖天然气,10.72,-2.19,-1.98,0.75,17.397,1.959,3601920000,6240
SZ003005,竞业达,52.15,-2.19,63.84,10.85,43.191,None,5527900000,1628
SZ300196,长海股份,13.35,-2.2,16.89,1,20.389,1.141,5456150060,7668
SZ001914,招商积余,24.48,-2.2,21.01,0.62,54.623,0.408,25957271549,53405
SZ002463,沪电股份,18.64,-2.2,-15.45,0.88,24.515,1.073,32142476156,118862
SZ002567,唐人神,8,-2.2,-8.43,2.3,13.297,2.455,7832620656,29136
SZ300322,硕贝德,15.9,-2.21,-22.11,1.38,252.853,0.252,6467640615,98690
SZ300075,数字政通,13.73,-2.21,20.93,2.01,61.406,0.261,6599195507,36476
SH688005,容百科技,36.7,-2.21,10.6,1.95,605.422,None,16268585190,6903
SZ000603,盛达资源,14.58,-2.21,-1.93,1.05,39.385,0.686,10059753065,23824
SZ300742,越博动力,33.26,-2.21,50.43,11.58,None,0,2610862438,6532
SZ000534,万泽股份,10.2,-2.21,10.31,0.47,59.137,0.49,5016207979,9783
SH600315,上海家化,38.47,-2.21,25.12,0.45,87.068,0.65,25822928295,156184
SZ003011,海象新材,58.83,-2.21,52.13,17.08,24.545,None,4314592200,1339
SH603499,翔港科技,10.11,-2.22,-10.57,0.78,None,0.555,2043740473,4916
SZ300291,华录百纳,6.16,-2.22,1.99,1.03,51.742,0,5035637844,17766
SZ300656,民德电子,28.62,-2.22,52.66,5.44,86.119,0.318,3116718000,4251
SZ002448,中原内配,5.72,-2.22,8.3,1.66,45.998,1.408,3449984281,34710
SH603336,宏辉果蔬,10.94,-2.23,15.25,0.91,45.916,0.689,3600005835,23616
SH600359,新农开发,8.34,-2.23,52.47,1.53,565.694,0,3181816919,41251
SH600363,联创光电,24.52,-2.23,60.82,3.67,48.52,0.184,10874049910,47816
SZ000716,黑芝麻,3.5,-2.23,-15.49,1.11,None,0.573,2603998425,14448
SZ300223,北京君正,74.7,-2.23,-14.29,1.18,1056.18,0,35032611257,99407
SZ300285,国瓷材料,40.78,-2.23,78.95,1,76.915,0.147,39285048386,58362
SZ300423,昇辉科技,14.93,-2.23,13.6,2.34,12.651,0.603,7454671277,7718
SZ000034,神州数码,27.18,-2.23,38.2,3.03,32.6,0.768,17883350164,38425
SZ000638,万方发展,7.01,-2.23,41.9,4.78,914.539,0,2168894000,23608
SZ002858,力盛赛车,16.21,-2.23,7.71,2.64,2645.131,0,2047647200,4951
SH600336,澳柯玛,7.45,-2.23,72.01,2.81,28.277,1.074,5953915354,21813
SZ002703,浙江世宝,4.82,-2.23,4.78,1.24,None,0,3806087150,16686
SH600650,锦江投资,9.18,-2.24,-7.35,0.42,33.034,2.723,5063780782,35117
SZ002961,瑞达期货,27.1,-2.24,-25.68,0.71,97.538,0.664,12059500000,6320
SZ002373,千方科技,22.29,-2.24,23.89,0.98,31.67,0.296,35244576091,61477
SH603816,顾家家居,62.32,-2.24,39.84,0.13,33.448,1.786,39411906180,27202
SZ300105,龙源技术,5.23,-2.24,24.96,1.51,223.813,3.824,2684119680,10015
SZ300015,爱尔眼科,57.19,-2.24,88.51,0.39,173.312,0.197,235709616422,239282
SZ300741,华宝股份,49.3,-2.24,70.09,1.01,25.033,4.016,30362884000,23182
SH600436,片仔癀,235.88,-2.24,115.74,0.49,95.344,0.348,142310463495,253679
SZ300455,康拓红外,14.39,-2.24,43.4,0.67,69.838,0.347,10328680599,14575
SZ000695,滨海能源,6.96,-2.25,-6.95,1.85,None,0,1546146871,5885
SH603348,文灿股份,23.89,-2.25,-0.99,3.35,85.405,0.6,5794174935,13647
SZ000811,冰轮环境,6.52,-2.25,-6.36,1.02,14.362,0.767,4862862482,19324
SH600809,山西汾酒,208,-2.25,133.46,0.42,77.563,0.433,181277879328,105013
SZ300462,华铭智能,23.86,-2.25,-6.9,3.27,12.184,0.629,4492003497,16097
SH900925,机电B股,1.215,-2.25,-14.33,0.24,8.032,4.272,1242628259,1889
SZ002516,旷达科技,3.91,-2.25,56.78,1.16,32.704,6.394,5750979247,20510
SH603168,莎普爱思,8.2,-2.26,-5.4,0.8,None,0.134,2645258492,29054
SZ002602,世纪华通,8.66,-2.26,-9.08,0.88,23.818,0,64539143343,61304
SZ300010,豆神教育,16.47,-2.26,27.58,2.25,None,0,14301306936,29077
SZ002487,大金重工,9.96,-2.26,83.91,3.33,20.097,0.261,5534951280,15658
SZ002893,华通热力,9.95,-2.26,6.07,2.41,33.936,0.773,2040320334,6085
SH600513,联环药业,10.36,-2.26,33.96,1.3,35.747,0.811,2983580233,19282
SZ002024,苏宁易购,9.51,-2.26,-5.42,0.44,11.747,0.526,88538477119,691194
SZ000705,浙江震元,7.79,-2.26,17.84,0.83,12.233,0.77,2602820398,16285
SH603662,柯力传感,28.08,-2.26,-27.73,1.24,23.192,1.272,4693870659,5512
SH600285,羚锐制药,9.88,-2.27,3.17,1.31,19.459,3.036,5609952841,19815
SZ002367,康力电梯,11.19,-2.27,49.88,1.78,28.252,4.915,8925733568,30797
SZ300049,福瑞股份,10.74,-2.27,41.32,1.26,66.718,0,2825190294,16352
SH603611,诺力股份,18.95,-2.27,14.71,0.61,19.557,0,5069804433,16754
SH600178,东安动力,7.32,-2.27,52.5,1.66,74.106,0,3382425600,22209
SH600843,上工申贝,6.45,-2.27,-16.12,0.28,99.619,0,3538402920,17409
SZ002332,仙琚制药,15.04,-2.27,53.39,1.28,31.177,0.665,13779830977,31074
SZ000712,锦龙股份,14.18,-2.27,-6.71,0.74,81.832,0,12705280000,78673
SH600077,宋都股份,3.44,-2.27,16.49,0.52,5.831,1.163,4610020801,12255
SH601949,中国出版,5.17,-2.27,-16.77,0.46,13.718,2.244,9422325000,9137
SZ300252,金信诺,12.45,-2.28,36.07,3.72,129.927,0,7189611483,47465
SH605050,福然德,12.42,-2.28,13.94,9.89,20.686,None,5402700000,1024
SZ002029,七匹狼,5.57,-2.28,-3.01,0.66,16.966,1.795,4209081900,26219
SZ300743,天地数码,23.19,-2.28,15.87,9.52,101.909,0.856,2293210401,4620
SZ002119,康强电子,11.13,-2.28,-12.67,1.14,43.396,0.225,4176910920,27100
SZ300642,透景生命,57.36,-2.28,40.29,1.02,55.601,0.697,5209055190,18933
SH603937,丽岛新材,10.71,-2.28,-3.55,1.44,22.345,1.587,2237104800,5927
SH688003,天准科技,32.01,-2.29,9.9,2.82,80.428,None,6197136000,5165
SZ002266,浙富控股,4.69,-2.29,13.83,0.64,86.204,0.213,25184343062,80166
SH688268,华特气体,66.05,-2.29,51.06,2.81,104.891,None,7926000000,7548
SZ300070,碧水源,8.1,-2.29,7.45,1.49,17.546,0.815,25633232411,92862
SH603301,振德医疗,69.43,-2.29,350.42,3.53,13.57,0.409,14728256857,42607
SZ002271,东方雨虹,33.32,-2.29,91.35,1.09,33.719,0.6,78457839139,116979
SH688186,广大特材,34.19,-2.29,102.15,3.7,30.011,None,5634512000,1482
SZ002733,雄韬股份,17.92,-2.29,-32.51,0.86,58.044,1.266,6914589929,31367
SZ002547,春兴精工,5.11,-2.29,-37.83,1.37,None,0,5764372128,49017
SZ300040,九洲集团,8.92,-2.3,62.14,9.03,57.734,0.512,3348641893,12452
SH688126,沪硅产业-U,32.33,-2.3,731.11,3.44,None,None,80186805800,28381
SZ002382,蓝帆医疗,23.79,-2.3,97.2,2,26.15,0.42,22934299536,58661
SH688086,紫晶存储,49.75,-2.3,132.18,1.58,62.185,None,9471479774,4528
SZ300138,晨光生物,16.13,-2.3,116.61,1.26,35.196,0.31,8256423323,17154
SZ000720,新能泰山,3.83,-2.3,-29.72,0.38,116.309,0,4939363184,18509
SH600119,ST长投,8.5,-2.3,56.25,0.42,34.845,0,2612900000,27808
SZ000551,创元科技,8.5,-2.3,27.25,0.55,28.505,0,3400683443,11435
SH603319,湘油泵,36.78,-2.31,108.21,2.11,26.448,0.761,3858279009,5134
SZ002848,高斯贝尔,12.28,-2.31,-3.69,1.47,1450.538,0,2052602000,11479
SZ300746,汉嘉设计,15.62,-2.31,15.68,9.3,35.482,0.96,3526032683,6841
SZ300203,聚光科技,16.9,-2.31,1.14,1.33,None,0,7647544060,22427
SH688025,杰普特,45.13,-2.32,7.51,2.68,68.997,None,4168593835,1773
SZ002035,华帝股份,9.26,-2.32,-29,1.56,15.564,3.24,8049072800,49184
SZ000612,焦作万方,6.32,-2.32,46.57,0.88,25.786,0.158,7534700170,21103
SZ300328,宜安科技,10.97,-2.32,12.22,1.39,91.927,0.486,7573946892,31639
SZ300033,同花顺,154.98,-2.32,43.16,1.45,77.701,0.548,83317248000,378867
SZ300415,伊之密,15.17,-2.32,56.59,1.63,39.468,0.659,6553440000,14624
SH603477,巨星农牧,13.45,-2.32,11.96,3.03,167.305,0.191,6293411410,8120
SH600993,马应龙,21.51,-2.32,24.36,1.08,24.508,1.209,9271969195,66123
SH600570,恒生电子,95.37,-2.32,60.28,0.92,92.096,0.427,99574935209,438019
SH603826,坤彩科技,35.42,-2.32,116.11,0.8,124.927,0,16576560000,12547
SZ002699,美盛文化,7.56,-2.33,12,1.31,94.498,0,6876369801,24710
SH603297,永新光学,39.46,-2.33,14.83,1.08,30.013,1.115,4361513800,7969
SH600391,航发科技,20.94,-2.33,51.63,1.46,None,0,6912908945,229010
SH688116,天奈科技,44.7,-2.34,38.49,2.02,108.093,None,10364057785,4752
SZ002836,新宏泽,11.25,-2.34,-6.14,0.72,102.8,0.889,1800000000,7039
SZ002406,远东传动,7.5,-2.34,29.3,3.91,14.904,3.162,4435180943,17340
SH600918,中泰证券,14.6,-2.34,233.33,3.01,41.096,0,101741936038,19447
SH900906,ST毅达B,0.209,-2.34,16.76,0.22,27.82,0,223896392,2330
SH601456,国联证券,17.56,-2.34,313.18,15.59,85.878,0,41759769640,19098
SH603938,三孚股份,23.38,-2.34,10.68,0.34,42.284,0.642,3510895108,8323
SH603897,长城科技,19.56,-2.35,4.83,1.54,22.202,2.965,3489576196,5435
SZ300771,智莱科技,35.35,-2.35,-10.67,1.6,21.457,0.707,5656000000,7446
SZ300687,赛意信息,27,-2.35,75.22,6.63,58.339,0.445,5861619675,9568
SH603288,海天味业,164.73,-2.35,85.45,0.08,91.159,0.546,533798209654,343944
SZ002108,沧州明珠,4.56,-2.36,18.27,2.1,37.435,1.096,6465734347,60928
SZ002499,*ST科林,3.73,-2.36,-20.13,0.8,None,0,704970000,7965
SZ002365,永安药业,10.78,-2.36,10.99,1.93,23.574,1.391,3176677350,23483
SH605369,拱东医疗,62.58,-2.36,97.73,13.22,32.328,None,5006400000,2011
SZ002384,东山精密,25.1,-2.37,8.61,1.99,52.877,0.187,42917669908,63947
SH603220,中贝通信,14.81,-2.37,-30.5,0.95,43.292,1.013,5002225600,12036
SH603636,南威软件,11.94,-2.37,6.82,0.71,37.179,1.34,7054075321,19881
SZ300370,安控科技,3.71,-2.37,6.3,11.37,None,0,3551012936,14107
SH600552,凯盛科技,6.19,-2.37,6.78,0.95,51.325,1.616,4728441979,23187
SZ002773,康弘药业,40.26,-2.38,9.64,0.5,49.477,0.695,35251562758,27306
SZ002932,明德生物,76.26,-2.39,111.05,7.95,14.908,0.127,5262332510,17428
SZ300628,亿联网络,60.14,-2.39,25.84,0.34,42.606,0.994,54275600656,38040
SZ002493,荣盛石化,18.35,-2.39,49.64,0.29,28.356,0.609,123868922500,21988
SZ300757,罗博特科,38.38,-2.39,18.46,1.09,72.686,0.503,3991520000,4013
SZ300235,方直科技,16.36,-2.39,19.65,3.91,68.328,0.306,2745716632,14966
SZ000713,丰乐种业,10.22,-2.39,21.06,2.16,75.384,0.196,4482309358,40145
SZ000779,甘咨询,10.21,-2.39,-0.29,0.61,16.12,0,3883174589,10796
SH688065,凯赛生物,95.27,-2.39,-28.61,3.52,91.867,None,39697291854,3943
SZ300482,万孚生物,80.03,-2.39,55.05,1.06,43.535,0.312,27424695846,54814
SZ002562,兄弟科技,6.09,-2.4,24.8,1.69,49.737,0,5770996013,23290
SZ000963,华东医药,26.48,-2.4,9.91,0.84,15.717,1.057,46334956831,142659
SZ300167,迪威迅,6.5,-2.4,19.49,4.31,None,0,1951560000,12248
SZ300481,濮阳惠成,22,-2.4,24.28,1.3,34.348,0.909,5655309000,28778
SH600509,天富能源,4.06,-2.4,12.15,1.52,None,0,4674744969,13263
SZ000037,深南电A,13,-2.4,3.84,1.77,76.654,0.154,7835913748,11497
SH900909,华谊B股,0.487,-2.4,-13.05,0.07,229.982,2.91,1025279524,1285
SZ002900,哈三联,10.58,-2.4,-9.18,0.38,68.945,2.647,3349628529,4756
SZ300248,新开普,14.24,-2.4,74.42,6.23,38.619,0.421,6850757129,31147
SZ000488,晨鸣纸业,5.27,-2.41,6.42,1.39,9.443,2.781,15726777214,64763
SZ002536,飞龙股份,5.67,-2.41,15.3,1.01,44.157,1.764,2839035985,16744
SZ002343,慈文传媒,7.29,-2.41,-39.8,1.06,47.094,0,3462383211,25598
SZ300417,南华仪器,18.2,-2.41,-24.8,3.81,14.083,2.618,2493552443,10576
SZ300172,中电环保,6.88,-2.41,35.79,3.07,24.319,0.728,3582488584,18810
SZ002281,光迅科技,31.64,-2.41,6.77,1.97,45.88,0.521,22064088126,65197
SZ300379,东方通,36.1,-2.41,-21.76,1.55,98.1,0.277,10157663059,None
SZ002641,永高股份,8.05,-2.42,75.52,0.75,12.621,1.696,9140510083,13554
SZ300056,中创环保,8.47,-2.42,27.37,2.24,148.997,0,3265104052,14262
SH600889,南京化纤,7.27,-2.42,57.36,0.84,None,0,2663335493,12393
SZ000987,越秀金控,16.93,-2.42,77.48,0.49,11.503,1.004,46606338885,70778
SZ300828,锐新科技,36.74,-2.42,202.15,41.41,65.789,0.68,4051687200,2915
SZ200550,江铃B,6.04,-2.42,1.85,0.05,15.145,1.267,5213812560,2727
SH688556,高测股份,31.41,-2.42,117.97,8.64,55.629,None,5083752474,1348
SZ300433,蓝思科技,33.71,-2.43,146.19,1.32,32.572,0.765,147779831504,121686
SZ002378,章源钨业,4.81,-2.43,-8.9,1.19,None,0,4445245367,13614
SH600961,株冶集团,6.84,-2.43,-17.69,0.6,17.561,0,3607812132,12335
SZ002397,梦洁股份,5.61,-2.43,18.26,4.56,88.515,3.565,4253846695,19739
SZ300607,拓斯达,40.96,-2.43,55.01,2.13,21.73,0.475,10889134326,21930
SZ300769,德方纳米,104.81,-2.43,65.65,4.11,175.529,0,8160505866,12210
SZ002812,恩捷股份,94.5,-2.44,87.54,0.91,105.968,0.121,82898956980,42448
SZ300135,宝利国际,3.6,-2.44,36.42,4.31,None,0.278,3317760000,32507
SH900945,海控B股,0.2,-2.44,-26.74,0.05,None,0,3361224066,1387
SH603558,健盛集团,10,-2.44,-3.1,0.99,22.567,3.5,4163563490,11242
SH600549,厦门钨业,13.61,-2.44,5.24,0.59,45.92,0.735,19136288782,38838
SZ002082,万邦德,14.4,-2.44,54.59,1.92,60.759,1.042,8902408738,16664
SZ002826,易明医药,11.57,-2.45,14.81,1.27,57.505,0.346,2218767330,6846
SH601519,大智慧,9.54,-2.45,20.91,0.73,308.299,0,18962658000,116888
SH600765,中航重机,13.55,-2.45,33.08,0.72,43.655,0.33,12732675382,49556
SZ002967,广电计量,31.1,-2.45,57.31,1.05,183.488,0.241,16454139200,8592
SZ300331,苏大维格,28.3,-2.45,36.45,1.03,80.07,0.353,6397182200,26045
SH603628,清源股份,8.75,-2.45,9.92,0.84,None,0,2395750000,5935
SZ300562,乐心医疗,23.49,-2.45,55.34,5.39,101.013,0.094,4470689102,16529
SH600587,新华医疗,16.31,-2.45,14.96,0.7,22.337,0.613,6628842164,46364
SH600207,安彩高科,5.15,-2.46,10.28,0.58,134.133,0,4444223266,17577
SZ003010,若羽臣,46.31,-2.46,204.67,34.67,60.565,0.106,5635919590,3250
SH600885,宏发股份,48.31,-2.46,41.24,0.72,50.915,0.6,35979430577,35949
SZ002167,东方锆业,5.54,-2.46,-20.86,0.72,None,0,3440040840,41028
SZ300126,锐奇股份,7.92,-2.46,33.31,3.01,104.897,0.126,2407344192,10498
SZ300079,数码科技,5.56,-2.46,-5.9,2.63,170.762,0.18,7945289273,174244
SH688028,沃尔德,46.33,-2.46,-26.26,2.43,66.991,None,3706400000,4107
SH601011,宝泰隆,3.57,-2.46,-20.84,0.59,None,0,5729162407,25680
SH603040,新坐标,29.7,-2.46,12.68,1.03,22.052,1.295,3068181636,10064
SZ300319,麦捷科技,10.28,-2.47,-18.74,1.32,125.548,0,7164965410,28232
SH603118,共进股份,11.84,-2.47,6.44,0.74,28.721,1.03,9184682651,19344
SH600617,国新能源,4.73,-2.47,-0.84,0.48,None,0,5130459263,13559
SH688558,国盛智科,31.17,-2.47,79.45,2.02,42.689,None,4114440000,763
SZ000521,长虹美菱,3.16,-2.47,-6.33,1.01,None,1.582,3300929304,14424
SH688488,艾迪药业,27.63,-2.47,97.5,2.76,275.405,None,11604600000,2012
SZ002607,中公教育,37.57,-2.47,111.89,1.33,214.845,0.639,231709195045,63270
SZ002910,庄园牧场,10.99,-2.48,-3.59,5.82,92.519,0.5,2095579794,8431
SZ300238,冠昊生物,24.35,-2.48,27.42,2.55,None,0,6456541319,164719
SH900929,锦旅B股,1.689,-2.48,5.77,0.16,39.196,2.009,223887540,1534
SH601388,怡球资源,2.36,-2.48,23.17,1.72,28.529,0.678,5196073563,14864
SZ000567,海德股份,9.78,-2.49,8.55,1.56,73.729,0,6270338696,22095
SZ300339,润和软件,12.54,-2.49,-9.59,4.34,None,0,9986991946,43953
SZ300148,天舟文化,4.7,-2.49,19.29,2.24,11864.293,0,4002402716,19393
SH900942,黄山B股,0.743,-2.49,-15.18,0.12,43.303,2.057,541928924,4537
SZ300590,移为通信,26.1,-2.5,8.55,1.19,44.747,0.383,6321863700,18045
SH603688,石英股份,21.03,-2.5,12.62,0.63,35.667,0.688,7422702450,13978
SZ002850,科达利,75.65,-2.5,66.9,1.13,77.932,0.264,15886500000,22501
SZ002916,深南电路,115.97,-2.51,14.77,2,38.186,0.688,56746998216,85320
SZ002891,中宠股份,48.99,-2.51,78.61,1.92,80.305,0.117,8754602162,27777
SH601236,红塔证券,17.89,-2.51,7.19,0.51,49.035,0.559,65001622534,24578
SH600116,三峡水利,8.93,-2.51,19.03,0.71,42.054,0.582,17075436133,24826
SZ300751,迈为股份,377.33,-2.51,167.85,1.79,62.703,0.265,19621160000,9099
SZ300233,金城医药,24.41,-2.52,24.08,1.73,202.566,0.823,9557731546,21409
SZ300696,爱乐达,53.68,-2.52,260.57,0.83,104.724,0.248,9596373600,9239
SZ002457,青龙管业,8.11,-2.52,2.15,1.6,24.377,1.85,2716785120,45396
SH601038,一拖股份,12.36,-2.52,78.1,1.84,33.363,0,12185106000,20425
SZ300037,新宙邦,65.6,-2.53,81.56,1.86,62.864,0.381,26948015093,37709
SZ300773,拉卡拉,36.6,-2.53,-4.05,2.76,31.637,2.732,29280732000,18584
SH600722,金牛化工,3.85,-2.53,-18.78,0.68,121.377,0,2619230753,11749
SH688159,有方科技,38.16,-2.53,87.8,1.88,427.388,None,3498489529,2460
SZ300443,金雷股份,30.85,-2.53,123.4,6.95,24.193,0.583,7344052342,22800
SZ300204,舒泰神,10.8,-2.53,-2.88,0.75,None,0,5141173075,36929
SH603101,汇嘉时代,5.78,-2.53,-9.59,0.65,144.194,0,2718912000,4972
SH688004,博汇科技,64.59,-2.54,124.5,1.96,66.406,None,3668712000,1055
SZ002335,科华恒盛,19.98,-2.54,114.82,1.97,40.883,1.766,9222116472,24291
SZ300338,开元股份,8.05,-2.54,-24.06,0.76,None,0,2746535161,16002
SH603887,城地香江,23.83,-2.54,34.92,0.69,24.503,0.15,8950077858,8615
